pathway	external_id	source	ensembl_ids
Signaling events mediated by focal adhesion kinase	fak_pathway	PID	ENSG00000134954,ENSG00000160007,ENSG00000107643,ENSG00000010810,ENSG00000145819,ENSG00000102349,ENSG00000150093,ENSG00000145715,ENSG00000176105,ENSG00000214944,ENSG00000177885,ENSG00000082781,ENSG00000035403,ENSG00000177606,ENSG00000115904,ENSG00000153317,ENSG00000143632,ENSG00000100030,ENSG00000050820,ENSG00000127314,ENSG00000149269,ENSG00000102606,ENSG00000169032,ENSG00000130402,ENSG00000169398,ENSG00000162909,ENSG00000141738,ENSG00000072110,ENSG00000070778,ENSG00000137076,ENSG00000132155,ENSG00000077522,ENSG00000158092,ENSG00000106299,ENSG00000197122,ENSG00000067560,ENSG00000124181,ENSG00000121879,ENSG00000161638,ENSG00000126458,ENSG00000102010,ENSG00000089159,ENSG00000134318,ENSG00000145675,ENSG00000155849,ENSG00000138448,ENSG00000167193,ENSG00000132694,ENSG00000107263,ENSG00000050748,ENSG00000146809,ENSG00000157764,ENSG00000110092,ENSG00000248746,ENSG00000136238,ENSG00000116473,ENSG00000138834,ENSG00000139436,ENSG00000071051,ENSG00000141985,ENSG00000065559,ENSG00000150760
Class I PI3K signaling events	pi3kcipathway	PID	ENSG00000165527,ENSG00000120318,ENSG00000010810,ENSG00000108669,ENSG00000168918,ENSG00000169499,ENSG00000176105,ENSG00000118515,ENSG00000095585,ENSG00000051382,ENSG00000136573,ENSG00000101336,ENSG00000067560,ENSG00000254087,ENSG00000070190,ENSG00000213658,ENSG00000174775,ENSG00000115085,ENSG00000182866,ENSG00000143761,ENSG00000004059,ENSG00000197943,ENSG00000197122,ENSG00000010671,ENSG00000107679,ENSG00000121879,ENSG00000124181,ENSG00000080824,ENSG00000276231,ENSG00000116473,ENSG00000008256,ENSG00000113263,ENSG00000165458,ENSG00000145675,ENSG00000118689,ENSG00000213281,ENSG00000000938,ENSG00000105851,ENSG00000105963,ENSG00000140992,ENSG00000133703,ENSG00000136238,ENSG00000171862,ENSG00000165025,ENSG00000105443
BCR signaling pathway	bcr_5pathway	PID	ENSG00000134954,ENSG00000107643,ENSG00000028277,ENSG00000142867,ENSG00000160691,ENSG00000142208,ENSG00000177455,ENSG00000143933,ENSG00000175104,ENSG00000168918,ENSG00000105369,ENSG00000145715,ENSG00000102882,ENSG00000177885,ENSG00000095585,ENSG00000148660,ENSG00000145675,ENSG00000177606,ENSG00000174775,ENSG00000135341,ENSG00000254087,ENSG00000115325,ENSG00000100030,ENSG00000120910,ENSG00000095015,ENSG00000172175,ENSG00000169032,ENSG00000173039,ENSG00000140379,ENSG00000107758,ENSG00000170345,ENSG00000012124,ENSG00000126767,ENSG00000198668,ENSG00000138814,ENSG00000137101,ENSG00000100906,ENSG00000165025,ENSG00000160014,ENSG00000131196,ENSG00000115904,ENSG00000254598,ENSG00000104365,ENSG00000197943,ENSG00000121879,ENSG00000103653,ENSG00000131370,ENSG00000104814,ENSG00000007312,ENSG00000269335,ENSG00000072694,ENSG00000101266,ENSG00000111679,ENSG00000104825,ENSG00000112062,ENSG00000010671,ENSG00000109320,ENSG00000132155,ENSG00000076641,ENSG00000005700,ENSG00000140992,ENSG00000070190,ENSG00000198286,ENSG00000213341,ENSG00000136238,ENSG00000171862,ENSG00000160293,ENSG00000081237
Signaling events mediated by TCPTP	tcptp_pathway	PID	ENSG00000146648,ENSG00000254647,ENSG00000171105,ENSG00000162434,ENSG00000160691,ENSG00000150093,ENSG00000182578,ENSG00000175354,ENSG00000213949,ENSG00000074695,ENSG00000177885,ENSG00000108424,ENSG00000051382,ENSG00000138798,ENSG00000126561,ENSG00000019991,ENSG00000166888,ENSG00000112715,ENSG00000173757,ENSG00000100311,ENSG00000128052,ENSG00000168610,ENSG00000196396,ENSG00000115415,ENSG00000005339,ENSG00000197122,ENSG00000115904,ENSG00000121879,ENSG00000109458,ENSG00000145675,ENSG00000105976,ENSG00000144895,ENSG00000113721,ENSG00000055332,ENSG00000105639,ENSG00000184371,ENSG00000033800,ENSG00000182481
Retinoic acid receptors-mediated signaling	retinoic_acid_pathway	PID	ENSG00000124151,ENSG00000072062,ENSG00000170312,ENSG00000107643,ENSG00000134480,ENSG00000196498,ENSG00000140396,ENSG00000102882,ENSG00000172819,ENSG00000180530,ENSG00000134058,ENSG00000020426,ENSG00000114115,ENSG00000142208,ENSG00000126583,ENSG00000143171,ENSG00000171720,ENSG00000112062,ENSG00000154229,ENSG00000111424,ENSG00000005339,ENSG00000100393,ENSG00000116478,ENSG00000084676,ENSG00000186350,ENSG00000114166,ENSG00000100030,ENSG00000077092,ENSG00000131759,ENSG00000204231
ketogenesis	PWY66-367	HumanCyc	ENSG00000134240,ENSG00000075239,ENSG00000161267,ENSG00000164039,ENSG00000146151,ENSG00000117305,ENSG00000112972,ENSG00000120437
Digestion of dietary lipid	R-HSA-192456	Reactome	ENSG00000137392,ENSG00000266200,ENSG00000175535,ENSG00000170835,ENSG00000187021
Thromboxane A2 receptor signaling	txa2pathway	PID	ENSG00000065675,ENSG00000072062,ENSG00000103769,ENSG00000109062,ENSG00000146648,ENSG00000010810,ENSG00000165025,ENSG00000176105,ENSG00000006638,ENSG00000166501,ENSG00000069966,ENSG00000198959,ENSG00000185532,ENSG00000090339,ENSG00000027075,ENSG00000138798,ENSG00000136573,ENSG00000101336,ENSG00000076928,ENSG00000106976,ENSG00000254087,ENSG00000078369,ENSG00000185386,ENSG00000142208,ENSG00000164867,ENSG00000126583,ENSG00000168229,ENSG00000182866,ENSG00000186469,ENSG00000141480,ENSG00000154229,ENSG00000156052,ENSG00000060558,ENSG00000160013,ENSG00000197122,ENSG00000007908,ENSG00000067560,ENSG00000146535,ENSG00000276231,ENSG00000114353,ENSG00000162692,ENSG00000112062,ENSG00000156049,ENSG00000000938,ENSG00000120500,ENSG00000105851,ENSG00000163932,ENSG00000088256,ENSG00000173020,ENSG00000171132,ENSG00000136238,ENSG00000120063,ENSG00000100077,ENSG00000067900,ENSG00000067606,ENSG00000137841
AP-1 transcription factor network	ap1_pathway	PID	ENSG00000134954,ENSG00000170312,ENSG00000087077,ENSG00000102265,ENSG00000185591,ENSG00000164400,ENSG00000111537,ENSG00000120129,ENSG00000162772,ENSG00000143632,ENSG00000206503,ENSG00000122861,ENSG00000125740,ENSG00000100985,ENSG00000121022,ENSG00000105329,ENSG00000136634,ENSG00000179348,ENSG00000197063,ENSG00000177606,ENSG00000108691,ENSG00000091831,ENSG00000120690,ENSG00000169429,ENSG00000118260,ENSG00000147889,ENSG00000111276,ENSG00000175592,ENSG00000153094,ENSG00000118513,ENSG00000133636,ENSG00000181195,ENSG00000067955,ENSG00000130522,ENSG00000170345,ENSG00000136244,ENSG00000100644,ENSG00000075426,ENSG00000125148,ENSG00000142871,ENSG00000105662,ENSG00000131196,ENSG00000072736,ENSG00000100393,ENSG00000113525,ENSG00000170323,ENSG00000175206,ENSG00000196611,ENSG00000178573,ENSG00000115966,ENSG00000180176,ENSG00000113520,ENSG00000120738,ENSG00000078401,ENSG00000168036,ENSG00000171223,ENSG00000152661,ENSG00000107262,ENSG00000109471,ENSG00000141510,ENSG00000113580,ENSG00000110092,ENSG00000135164,ENSG00000136997,ENSG00000148737,ENSG00000135744,ENSG00000101096,ENSG00000171862,ENSG00000164692,ENSG00000152592
PLK1 signaling events	plk1_pathway	PID	ENSG00000113575,ENSG00000138069,ENSG00000133112,ENSG00000170312,ENSG00000105325,ENSG00000166483,ENSG00000117399,ENSG00000105568,ENSG00000169679,ENSG00000136122,ENSG00000158402,ENSG00000213639,ENSG00000112984,ENSG00000088970,ENSG00000134318,ENSG00000138778,ENSG00000166851,ENSG00000092853,ENSG00000088325,ENSG00000151725,ENSG00000149269,ENSG00000114346,ENSG00000101972,ENSG00000114745,ENSG00000149503,ENSG00000167110,ENSG00000131462,ENSG00000067560,ENSG00000112029,ENSG00000156970,ENSG00000090273,ENSG00000198901,ENSG00000101224,ENSG00000136811,ENSG00000068796,ENSG00000129810,ENSG00000080986,ENSG00000101004,ENSG00000161888,ENSG00000186871,ENSG00000087586,ENSG00000058272,ENSG00000081377,ENSG00000134057
Golgi Associated Vesicle Biogenesis	R-HSA-432722	Reactome	ENSG00000137486,ENSG00000072274,ENSG00000011405,ENSG00000089818,ENSG00000197081,ENSG00000100280,ENSG00000167996,ENSG00000108774,ENSG00000189114,ENSG00000047579,ENSG00000107295,ENSG00000166747,ENSG00000152291,ENSG00000122126,ENSG00000073921,ENSG00000134243,ENSG00000239264,ENSG00000134262,ENSG00000104164,ENSG00000089006,ENSG00000220205,ENSG00000182287,ENSG00000152056,ENSG00000116675,ENSG00000072958,ENSG00000134644,ENSG00000143761,ENSG00000178950,ENSG00000177879,ENSG00000106367,ENSG00000124333,ENSG00000079805,ENSG00000186222,ENSG00000118640,ENSG00000109971,ENSG00000141367,ENSG00000132842,ENSG00000076554,ENSG00000143553,ENSG00000135441,ENSG00000130340,ENSG00000133138,ENSG00000113282,ENSG00000205302,ENSG00000130787,ENSG00000181704,ENSG00000105402,ENSG00000129354,ENSG00000081014,ENSG00000087086,ENSG00000111907,ENSG00000108582,ENSG00000122705,ENSG00000109686
TCR signaling in na&#xef;ve CD8+ T cells	cd8tcrpathway	PID	ENSG00000068831,ENSG00000065675,ENSG00000171132,ENSG00000172575,ENSG00000010810,ENSG00000142867,ENSG00000160691,ENSG00000153563,ENSG00000142208,ENSG00000206503,ENSG00000198286,ENSG00000175104,ENSG00000166501,ENSG00000178562,ENSG00000177885,ENSG00000266094,ENSG00000174775,ENSG00000180644,ENSG00000100351,ENSG00000107968,ENSG00000114013,ENSG00000213658,ENSG00000133703,ENSG00000172175,ENSG00000115085,ENSG00000167286,ENSG00000182866,ENSG00000154229,ENSG00000006062,ENSG00000121594,ENSG00000043462,ENSG00000115904,ENSG00000104365,ENSG00000124181,ENSG00000103653,ENSG00000116473,ENSG00000110395,ENSG00000269335,ENSG00000111679,ENSG00000141968,ENSG00000213281,ENSG00000198851,ENSG00000076641,ENSG00000165125,ENSG00000140992,ENSG00000198821,ENSG00000172116,ENSG00000213341,ENSG00000166710,ENSG00000167323,ENSG00000081237,ENSG00000160654,ENSG00000276045
Reelin signaling pathway	reelinpathway	PID	ENSG00000131711,ENSG00000173406,ENSG00000116584,ENSG00000107643,ENSG00000010810,ENSG00000076984,ENSG00000005884,ENSG00000189056,ENSG00000150093,ENSG00000273079,ENSG00000176749,ENSG00000173327,ENSG00000183454,ENSG00000007168,ENSG00000142208,ENSG00000107263,ENSG00000121653,ENSG00000121879,ENSG00000116473,ENSG00000147852,ENSG00000145675,ENSG00000164885,ENSG00000186868,ENSG00000082701,ENSG00000099942,ENSG00000157193,ENSG00000071051,ENSG00000163956
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	R-HSA-2142816	Reactome	ENSG00000187048,ENSG00000165841,ENSG00000138061,ENSG00000186115,ENSG00000140465,ENSG00000138115,ENSG00000155016,ENSG00000140505,ENSG00000138109
Arachidonic acid metabolism	R-HSA-2142753	Reactome	ENSG00000233276,ENSG00000107317,ENSG00000073756,ENSG00000149435,ENSG00000120915,ENSG00000148344,ENSG00000186115,ENSG00000012779,ENSG00000015413,ENSG00000162365,ENSG00000099998,ENSG00000167468,ENSG00000161905,ENSG00000138109,ENSG00000186529,ENSG00000106853,ENSG00000134716,ENSG00000141096,ENSG00000100031,ENSG00000164120,ENSG00000059377,ENSG00000180432,ENSG00000108839,ENSG00000140465,ENSG00000196139,ENSG00000162889,ENSG00000100121,ENSG00000213316,ENSG00000167261,ENSG00000163106,ENSG00000171903,ENSG00000157870,ENSG00000165841,ENSG00000133475,ENSG00000124212,ENSG00000138061,ENSG00000186526,ENSG00000116711,ENSG00000187048,ENSG00000179477,ENSG00000142973,ENSG00000138115,ENSG00000095303,ENSG00000111144,ENSG00000155016,ENSG00000179593,ENSG00000176153,ENSG00000185917,ENSG00000132965,ENSG00000110958,ENSG00000171954,ENSG00000140505,ENSG00000103222,ENSG00000159228
Syndecan-1-mediated signaling events	syndecan_1_pathway	PID	ENSG00000060718,ENSG00000072062,ENSG00000130702,ENSG00000113578,ENSG00000162344,ENSG00000160867,ENSG00000102882,ENSG00000105329,ENSG00000204248,ENSG00000019991,ENSG00000173083,ENSG00000077782,ENSG00000197565,ENSG00000169031,ENSG00000204262,ENSG00000163359,ENSG00000168542,ENSG00000130635,ENSG00000075388,ENSG00000188153,ENSG00000196611,ENSG00000114270,ENSG00000139219,ENSG00000187498,ENSG00000138685,ENSG00000137575,ENSG00000066468,ENSG00000100985,ENSG00000172270,ENSG00000271503,ENSG00000118972,ENSG00000137673,ENSG00000142156,ENSG00000105976,ENSG00000068078,ENSG00000115884,ENSG00000142173,ENSG00000164692,ENSG00000100030,ENSG00000147044,ENSG00000108821,ENSG00000081052,ENSG00000166794
BARD1 signaling events	bard1pathway	PID	ENSG00000104320,ENSG00000115392,ENSG00000196419,ENSG00000051180,ENSG00000112039,ENSG00000144554,ENSG00000020922,ENSG00000185651,ENSG00000079246,ENSG00000109332,ENSG00000101138,ENSG00000221829,ENSG00000149311,ENSG00000163781,ENSG00000132646,ENSG00000105173,ENSG00000183161,ENSG00000113522,ENSG00000181163,ENSG00000175054,ENSG00000012048,ENSG00000138376,ENSG00000123374,ENSG00000158169,ENSG00000141510,ENSG00000253729,ENSG00000187741,ENSG00000101773,ENSG00000182944
amb2 Integrin signaling	amb2_neutrophils_pathway	PID	ENSG00000122194,ENSG00000122861,ENSG00000090339,ENSG00000127314,ENSG00000232810,ENSG00000154096,ENSG00000101336,ENSG00000173531,ENSG00000160255,ENSG00000137076,ENSG00000204305,ENSG00000110876,ENSG00000125414,ENSG00000104368,ENSG00000067560,ENSG00000166086,ENSG00000198670,ENSG00000116473,ENSG00000164078,ENSG00000087245,ENSG00000100985,ENSG00000084674,ENSG00000109320,ENSG00000118523,ENSG00000169896,ENSG00000136244,ENSG00000154721,ENSG00000123384,ENSG00000174175,ENSG00000067900,ENSG00000189403
NGF processing	R-HSA-167060	Reactome	ENSG00000140564,ENSG00000140479,ENSG00000134259,ENSG00000099139
FOXA1 transcription factor network	hnf3apathway	PID	ENSG00000124151,ENSG00000254647,ENSG00000149021,ENSG00000185591,ENSG00000147862,ENSG00000100280,ENSG00000185303,ENSG00000171587,ENSG00000180530,ENSG00000141956,ENSG00000177606,ENSG00000142168,ENSG00000160194,ENSG00000129514,ENSG00000091831,ENSG00000142515,ENSG00000111276,ENSG00000185551,ENSG00000162599,ENSG00000170345,ENSG00000143190,ENSG00000172216,ENSG00000100219,ENSG00000005339,ENSG00000167034,ENSG00000123843,ENSG00000122852,ENSG00000170608,ENSG00000100393,ENSG00000125798,ENSG00000241878,ENSG00000012048,ENSG00000109072,ENSG00000169083,ENSG00000084674,ENSG00000160182,ENSG00000108242,ENSG00000141905,ENSG00000133661,ENSG00000154723,ENSG00000182871,ENSG00000115263,ENSG00000197249,ENSG00000164690
Beta3 integrin cell surface interactions	integrin3_pathway	PID	ENSG00000115414,ENSG00000196776,ENSG00000197565,ENSG00000011422,ENSG00000171560,ENSG00000073008,ENSG00000171564,ENSG00000198910,ENSG00000091136,ENSG00000259207,ENSG00000135862,ENSG00000163513,ENSG00000120708,ENSG00000154096,ENSG00000112715,ENSG00000169031,ENSG00000100311,ENSG00000164692,ENSG00000128052,ENSG00000138448,ENSG00000124145,ENSG00000158769,ENSG00000188153,ENSG00000171557,ENSG00000142871,ENSG00000187498,ENSG00000109072,ENSG00000166147,ENSG00000041982,ENSG00000118785,ENSG00000112769,ENSG00000164176,ENSG00000122861,ENSG00000115884,ENSG00000081052,ENSG00000176170,ENSG00000113721,ENSG00000005961,ENSG00000137801,ENSG00000261371,ENSG00000108821,ENSG00000029559,ENSG00000189403
p75NTR recruits signalling complexes	R-HSA-209543	Reactome	ENSG00000064300,ENSG00000104365,ENSG00000161011,ENSG00000184216,ENSG00000175104,ENSG00000134259,ENSG00000163558,ENSG00000172936,ENSG00000104312
Regulation of p38-alpha and p38-beta	p38alphabetapathway	PID	ENSG00000149269,ENSG00000137275,ENSG00000010810,ENSG00000120129,ENSG00000185532,ENSG00000175104,ENSG00000176105,ENSG00000136573,ENSG00000101336,ENSG00000254087,ENSG00000144118,ENSG00000185386,ENSG00000184545,ENSG00000108984,ENSG00000180370,ENSG00000182866,ENSG00000112062,ENSG00000139625,ENSG00000197122,ENSG00000136280,ENSG00000070831,ENSG00000198909,ENSG00000006451,ENSG00000034152,ENSG00000000938,ENSG00000143507,ENSG00000111266,ENSG00000100324,ENSG00000136238,ENSG00000077264,ENSG00000065559
VEGFR3 signaling in lymphatic endothelium	lymphangiogenesis_pathway	PID	ENSG00000165197,ENSG00000160691,ENSG00000150093,ENSG00000213949,ENSG00000102882,ENSG00000177885,ENSG00000100030,ENSG00000185386,ENSG00000142208,ENSG00000112062,ENSG00000115414,ENSG00000115904,ENSG00000121879,ENSG00000150630,ENSG00000145675,ENSG00000161638,ENSG00000108821,ENSG00000167193,ENSG00000164171,ENSG00000164692,ENSG00000118260,ENSG00000115232,ENSG00000117676,ENSG00000037280,ENSG00000065559
CXCR3-mediated signaling events	cxcr3pathway	PID	ENSG00000137486,ENSG00000198793,ENSG00000126934,ENSG00000087258,ENSG00000164327,ENSG00000142208,ENSG00000145675,ENSG00000163737,ENSG00000102882,ENSG00000119487,ENSG00000051382,ENSG00000172156,ENSG00000106976,ENSG00000169248,ENSG00000100030,ENSG00000078369,ENSG00000169245,ENSG00000174775,ENSG00000169032,ENSG00000108984,ENSG00000156234,ENSG00000186469,ENSG00000112062,ENSG00000132155,ENSG00000127955,ENSG00000185386,ENSG00000197122,ENSG00000065135,ENSG00000121879,ENSG00000114353,ENSG00000167965,ENSG00000186810,ENSG00000213281,ENSG00000034152,ENSG00000140992,ENSG00000133703,ENSG00000138755,ENSG00000128266
S1P4 pathway	s1p_s1p4_pathway	PID	ENSG00000127955,ENSG00000067560,ENSG00000065135,ENSG00000100030,ENSG00000087258,ENSG00000124181,ENSG00000114353,ENSG00000070831,ENSG00000180739,ENSG00000120063,ENSG00000128266,ENSG00000102882,ENSG00000146535,ENSG00000125910
E-cadherin signaling in keratinocytes	ecadherin_keratinocyte_pathway	PID	ENSG00000146648,ENSG00000124181,ENSG00000168036,ENSG00000067560,ENSG00000010810,ENSG00000173801,ENSG00000136238,ENSG00000121879,ENSG00000142208,ENSG00000129474,ENSG00000039068,ENSG00000143398,ENSG00000125753,ENSG00000198561,ENSG00000044115,ENSG00000159840,ENSG00000145675,ENSG00000197122,ENSG00000105221,ENSG00000248905,ENSG00000036828
Canonical Wnt signaling pathway	wnt_canonical_pathway	PID	ENSG00000145506,ENSG00000168036,ENSG00000107404,ENSG00000105974,ENSG00000031823,ENSG00000103126,ENSG00000134982,ENSG00000105723,ENSG00000036257,ENSG00000163251,ENSG00000107242,ENSG00000161202,ENSG00000155252,ENSG00000082701,ENSG00000154342,ENSG00000117153,ENSG00000066027,ENSG00000070018,ENSG00000169118,ENSG00000004975
p75(NTR)-mediated signaling	p75ntrpathway	PID	ENSG00000108953,ENSG00000105695,ENSG00000107643,ENSG00000122194,ENSG00000155366,ENSG00000142192,ENSG00000164305,ENSG00000138794,ENSG00000064300,ENSG00000175104,ENSG00000109339,ENSG00000166681,ENSG00000080815,ENSG00000163558,ENSG00000172936,ENSG00000184047,ENSG00000182636,ENSG00000140564,ENSG00000134243,ENSG00000205155,ENSG00000172115,ENSG00000162736,ENSG00000142208,ENSG00000153094,ENSG00000225950,ENSG00000141522,ENSG00000101412,ENSG00000169783,ENSG00000185652,ENSG00000171606,ENSG00000023445,ENSG00000110851,ENSG00000160691,ENSG00000067560,ENSG00000040608,ENSG00000104365,ENSG00000121879,ENSG00000196611,ENSG00000142875,ENSG00000101966,ENSG00000117362,ENSG00000179222,ENSG00000120868,ENSG00000269335,ENSG00000145675,ENSG00000176697,ENSG00000132906,ENSG00000126861,ENSG00000137673,ENSG00000185115,ENSG00000187601,ENSG00000110330,ENSG00000151694,ENSG00000141510,ENSG00000134259,ENSG00000161011,ENSG00000115310,ENSG00000184216,ENSG00000067606,ENSG00000198400,ENSG00000133169,ENSG00000213341,ENSG00000136238,ENSG00000135587,ENSG00000138613,ENSG00000002330,ENSG00000104312,ENSG00000050748,ENSG00000143878,ENSG00000149968
HIF-2-alpha transcription factor network	hif2pathway	PID	ENSG00000134954,ENSG00000103363,ENSG00000117394,ENSG00000166135,ENSG00000185591,ENSG00000165060,ENSG00000269858,ENSG00000134086,ENSG00000164442,ENSG00000157227,ENSG00000112715,ENSG00000169242,ENSG00000204531,ENSG00000118777,ENSG00000128052,ENSG00000116016,ENSG00000134107,ENSG00000102144,ENSG00000126767,ENSG00000106366,ENSG00000128271,ENSG00000130427,ENSG00000005339,ENSG00000100393,ENSG00000100823,ENSG00000143437,ENSG00000096717,ENSG00000122691,ENSG00000129521,ENSG00000184271,ENSG00000110911,ENSG00000135766,ENSG00000154582,ENSG00000104408,ENSG00000102755
EPHB forward signaling	ephbfwdpathway	PID	ENSG00000196411,ENSG00000125266,ENSG00000160145,ENSG00000169398,ENSG00000160691,ENSG00000090776,ENSG00000145715,ENSG00000102882,ENSG00000127314,ENSG00000154928,ENSG00000205726,ENSG00000177885,ENSG00000184349,ENSG00000100030,ENSG00000159082,ENSG00000174775,ENSG00000169032,ENSG00000149269,ENSG00000141738,ENSG00000167193,ENSG00000158092,ENSG00000106299,ENSG00000197122,ENSG00000108947,ENSG00000121879,ENSG00000116473,ENSG00000070831,ENSG00000089159,ENSG00000145675,ENSG00000091513,ENSG00000126458,ENSG00000213281,ENSG00000146809,ENSG00000133703,ENSG00000136238,ENSG00000133216,ENSG00000182580,ENSG00000067900,ENSG00000071054
Integrin-linked kinase signaling	ilk_pathway	PID	ENSG00000132323,ENSG00000169756,ENSG00000072163,ENSG00000131504,ENSG00000164327,ENSG00000082898,ENSG00000175216,ENSG00000013810,ENSG00000079308,ENSG00000175792,ENSG00000167641,ENSG00000177606,ENSG00000101335,ENSG00000168036,ENSG00000256671,ENSG00000118260,ENSG00000198729,ENSG00000142208,ENSG00000136238,ENSG00000072110,ENSG00000197702,ENSG00000143799,ENSG00000173457,ENSG00000124216,ENSG00000188677,ENSG00000166333,ENSG00000102606,ENSG00000080824,ENSG00000070831,ENSG00000089159,ENSG00000159840,ENSG00000183207,ENSG00000062598,ENSG00000129675,ENSG00000177105,ENSG00000148516,ENSG00000138964,ENSG00000110092,ENSG00000082701,ENSG00000140575,ENSG00000105401,ENSG00000087586,ENSG00000139436,ENSG00000071051,ENSG00000058272,ENSG00000196531
