pathway	source	metabolites
Bile acid biosynthesis	EHMN	kegg:C04722,kegg:C00100,kegg:C00040,kegg:C04483,kegg:C05453,kegg:C00037,kegg:C00005,kegg:C00163,kegg:C04644,kegg:C00009,kegg:C00001,kegg:C05467,kegg:C00008,kegg:C00006,kegg:C02592,kegg:C02528,kegg:C05452,kegg:C00004,kegg:C00002,kegg:C00695,kegg:C00007,kegg:C00020,kegg:C00080,kegg:C05465,kegg:C00016,kegg:C05337,kegg:C05446,kegg:C03990,kegg:C00027,kegg:C05463,kegg:C05451,kegg:C02530,kegg:C05458,kegg:C00003,kegg:C00187,kegg:C03594,kegg:C05449,kegg:C05455,kegg:C00245,kegg:C05444,kegg:C05445,kegg:C00060,kegg:C01352,kegg:C04554,kegg:C01921,kegg:C05450,kegg:C05122,kegg:C00010,kegg:C00288,kegg:C05460,kegg:C05454,kegg:C00013,kegg:C04760,kegg:C01794,kegg:C01330
Pre-NOTCH Processing in the Endoplasmic Reticulum	Reactome	kegg:C00325,kegg:C00015,kegg:C00035,kegg:C00029
Lysosome Vesicle Biogenesis	Reactome	kegg:C00008,kegg:C11556,kegg:C00009,kegg:C00044,kegg:C00002,kegg:C00035
NF-kB is activated and signals survival	Reactome	kegg:C00008,kegg:C00002
Signaling by ERBB2	Reactome	kegg:C04637,kegg:C00009,kegg:C00037,kegg:D03065,kegg:C00044,kegg:C00076,kegg:C00001,kegg:C00008,kegg:C00025,kegg:D05803,kegg:C00034,kegg:C00165,kegg:C01245,kegg:C00925,kegg:C00035,kegg:C00003,kegg:C00575,kegg:C00020,kegg:C00434,kegg:C00641,kegg:D05338,kegg:C00002,kegg:C00305,kegg:C00013,kegg:C05981,kegg:C19610
Membrane Trafficking	Reactome	kegg:C00008,kegg:C11556,kegg:C00009,kegg:C00044,kegg:C00002,kegg:C00035,kegg:C00076,kegg:C00020,kegg:C05981
Thyroxine biosynthesis	Reactome	kegg:C00080,kegg:C00005,kegg:C00006,kegg:C02515,kegg:C00061,kegg:C00041,kegg:C05590,kegg:C07639,kegg:C01382,kegg:C00027,kegg:C01829,kegg:C00708,kegg:C00082,kegg:C00001,kegg:C01060,kegg:C01330
De novo fatty acid biosynthesis	EHMN	kegg:C05748,kegg:C05762,kegg:C00009,kegg:C05759,kegg:C03939,kegg:C05744,kegg:C00011,kegg:C00005,kegg:C05764,kegg:C04419,kegg:C05752,kegg:C04619,kegg:C00001,kegg:C05761,kegg:C00008,kegg:C01530,kegg:C05756,kegg:C05747,kegg:C05757,kegg:C00002,kegg:C00510,kegg:C05754,kegg:C00154,kegg:C05753,kegg:C06424,kegg:C05760,kegg:C00229,kegg:C04246,kegg:C00080,kegg:C01209,kegg:C08281,kegg:C05746,kegg:C00007,kegg:C05223,kegg:C00024,kegg:C05750,kegg:C05763,kegg:C00013,kegg:C02041,kegg:C04620,kegg:C00020,kegg:C00083,kegg:C00712,kegg:C05749,kegg:C00006,kegg:C00412,kegg:C02679,kegg:C00249,kegg:C04688,kegg:C05751,kegg:C05745,kegg:C00010,kegg:C00288,kegg:C04633,kegg:C05758,kegg:C06250,kegg:C05755,kegg:C04618,kegg:C01330
MAPK1 (ERK2) activation	Reactome	kegg:C00008,kegg:C00002
taurine biosynthesis	HumanCyc	kegg:C00080,kegg:C00097,kegg:C00519,kegg:C00004,kegg:C00011,kegg:C00606,kegg:C01678,kegg:C00003,kegg:C00007,kegg:C00001,kegg:C00245
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	EHMN	kegg:C00080,kegg:C00100,kegg:C01352,kegg:C00004,kegg:C00024,kegg:C00010,kegg:C00016,kegg:C00003,kegg:C00001,kegg:C00630
Ceramide signalling	Reactome	kegg:C00195,kegg:C00550,kegg:C00001,kegg:C00305,kegg:C00588
Signaling by FGFR1 fusion mutants	Reactome	kegg:C04637,kegg:C00008,kegg:D05029,kegg:C00002,chebi:63449,kegg:C05981,chebi:63448
CD4 T cell receptor signaling-ERK cascade	INOH	kegg:C04637,kegg:C00044,kegg:C00035,kegg:C01245,kegg:C00165
Pre-NOTCH Processing in Golgi	Reactome	kegg:C00128,kegg:C00015,kegg:C00052,kegg:C00055,kegg:C00043
Pre-NOTCH Expression and Processing	Reactome	kegg:C00043,kegg:C00128,kegg:C00052,kegg:C00035,kegg:C00029,kegg:C00325,kegg:C00015,kegg:C00055
Cytokine Signaling in Immune system	Reactome	kegg:C04637,kegg:C00009,kegg:D00747,kegg:C00037,kegg:C00044,kegg:C00076,kegg:D02745,chebi:59271,kegg:C00001,kegg:D02934,kegg:C00008,kegg:D00746,kegg:C00025,kegg:D05803,kegg:D02744,kegg:C00034,kegg:C00305,kegg:C07897,kegg:D00745,chebi:59414,kegg:D04552,kegg:D02747,kegg:C00925,kegg:C00035,kegg:C19610,kegg:D03065,kegg:D02748,kegg:C00020,kegg:C00038,kegg:C00641,chebi:33699,kegg:D05338,kegg:C00002,kegg:C00013
UTP and CTP dephosphorylation I	HumanCyc	kegg:C00080,kegg:C00112,kegg:C00009,kegg:C00025,kegg:C00475,kegg:C00064,kegg:C00063,kegg:C00075,kegg:C00002,kegg:C00105,kegg:C00299,kegg:C00015,kegg:C00001,kegg:C00008,kegg:C00055
Axonal growth stimulation	Reactome	kegg:C00035,kegg:C00305
Signaling by activated point mutants of FGFR1	Reactome	kegg:C00008,kegg:C00002,kegg:C00925
FGFR1 mutant receptor activation	Reactome	kegg:C04637,chebi:65138,chebi:63453,kegg:D05029,kegg:C00925,kegg:C00002,chebi:63451,kegg:C00008,chebi:63449,kegg:C05981,chebi:63448
Signaling by FGFR1 in disease	Reactome	kegg:C04637,chebi:65138,chebi:63453,kegg:D05029,kegg:C00925,kegg:C00044,kegg:C00002,kegg:C00035,chebi:63451,kegg:C00008,chebi:63449,kegg:C05981,chebi:63448
Signaling by ERBB4	Reactome	kegg:C00008,kegg:C04637,kegg:C00009,kegg:C00044,chebi:50114,kegg:C00641,kegg:C00037,kegg:D03065,kegg:D05338,kegg:C00025,kegg:C00002,kegg:D05803,kegg:C00035,kegg:C00076,kegg:C00034,kegg:C00925,kegg:C00038,kegg:C00001,kegg:C05981,kegg:C00305,kegg:C19610
Signaling by Activin	Reactome	kegg:C00008,kegg:C00002
Signaling by Wnt	Reactome	kegg:C04637,kegg:C00942,kegg:C00023,kegg:C00044,kegg:C14819,kegg:C00009,kegg:C00076,chebi:53152,kegg:C00144,kegg:C02737,kegg:C00008,kegg:C00001,kegg:C00019,kegg:C01277,kegg:C00021,kegg:C00305,kegg:C01245,kegg:C00024,kegg:C00153,kegg:C00035,kegg:C00003,kegg:C00038,kegg:C00641,kegg:C00010,kegg:C00002
Signal Transduction	Reactome	chebi:50277,kegg:C00009,kegg:C11045,kegg:C00525,kegg:C00062,kegg:C00163,chebi:73236,kegg:C16527,kegg:C00033,kegg:C00022,kegg:C00043,chebi:73228,kegg:C00019,kegg:C06124,chebi:70762,kegg:C00004,kegg:C04384,kegg:C00695,kegg:C00077,kegg:D05803,chebi:53153,kegg:C09345,chebi:63802,kegg:C09767,kegg:C01712,kegg:C00246,kegg:D06120,kegg:C09362,chebi:50122,kegg:C00607,kegg:C08427,kegg:C16513,kegg:C00153,kegg:C00925,kegg:C00376,kegg:C19610,kegg:C00547,kegg:C01277,kegg:C15493,kegg:C00032,kegg:C00388,chebi:73235,kegg:C04230,kegg:C06429,kegg:C02679,kegg:C00249,chebi:71063,kegg:C03917,kegg:C00010,kegg:C00533,kegg:C00899,chebi:48923,kegg:C00034,kegg:C01330,kegg:C04637,kegg:C05851,kegg:D04824,chebi:73232,kegg:C08797,kegg:C00777,kegg:C14777,kegg:C20214,kegg:C00037,chebi:52450,kegg:C00026,kegg:C08362,kegg:C09472,kegg:C00144,kegg:C06314,kegg:C00008,kegg:C01530,kegg:C01598,kegg:C00073,chebi:52592,chebi:29117,kegg:C01585,kegg:C16537,kegg:C00487,kegg:C00253,kegg:C01996,kegg:C00175,kegg:C06424,kegg:C05332,kegg:C03990,kegg:C00325,kegg:C00186,kegg:C00089,kegg:C00021,kegg:C00042,kegg:C14732,kegg:C00016,kegg:C00007,kegg:C01595,kegg:C00696,kegg:C00068,kegg:C08449,kegg:C03514,kegg:C02530,kegg:C00116,kegg:C09084,kegg:D03065,kegg:C09071,kegg:C00280,kegg:C09529,kegg:C02165,kegg:C00083,kegg:C16677,chebi:351346,kegg:D06070,kegg:C07481,kegg:C00015,kegg:C12287,kegg:C00809,kegg:C00067,kegg:C00704,kegg:C02094,kegg:D05338,kegg:C00002,kegg:C00638,kegg:C18369,kegg:C00075,chebi:31011,kegg:C00535,kegg:C09256,kegg:C07592,kegg:C00942,chebi:45021,chebi:73226,kegg:C00011,chebi:70760,kegg:C00044,kegg:C00001,kegg:C02737,kegg:C00058,kegg:C00550,kegg:C03758,kegg:C16522,kegg:C00025,kegg:D04430,chebi:73231,chebi:26753,chebi:50114,kegg:C00334,kegg:C00052,kegg:C05951,kegg:C08698,chebi:26948,kegg:C00422,kegg:C00029,kegg:C00305,kegg:C01245,kegg:C08778,kegg:C00061,kegg:D04429,chebi:25667,kegg:C08325,kegg:C06427,kegg:C01451,kegg:C00035,kegg:C00187,kegg:C00575,kegg:C06428,kegg:C00020,kegg:C00038,kegg:C12283,kegg:C13856,kegg:C00238,kegg:C00006,kegg:C14819,kegg:C00641,chebi:32386,kegg:C00162,kegg:C09286,kegg:C11695,chebi:52288,kegg:C00350,kegg:C02166,kegg:C06186,chebi:73222,kegg:C00055,kegg:C03242,kegg:C00080,kegg:C00023,kegg:C04483,chebi:70761,kegg:C00865,kegg:C00005,kegg:C00788,kegg:C00639,kegg:D02837,kegg:C00076,kegg:C01089,chebi:53152,kegg:C00584,kegg:C02198,kegg:C09592,kegg:C00473,kegg:C01312,kegg:C00212,chebi:37098,kegg:C02990,kegg:C00047,kegg:C00157,kegg:C00154,kegg:C06522,kegg:C02588,kegg:C08469,kegg:C07609,kegg:C00165,kegg:C00319,kegg:C02593,kegg:C00128,kegg:C00588,kegg:C02110,kegg:C00024,kegg:C00219,kegg:C05952,kegg:C02528,kegg:C00013,kegg:C06526,kegg:C11596,kegg:C19317,kegg:C06533,chebi:50042,kegg:C00712,kegg:C00434,chebi:58961,kegg:C04649,chebi:71980,chebi:73239,kegg:C08794,kegg:C06426,kegg:C00416,kegg:C00327,kegg:C00780,kegg:C00195,kegg:C00918,kegg:C00272,kegg:C05981,kegg:C00003
Ubiquinol biosynthesis	Reactome	kegg:C00023,kegg:C00005,chebi:64181,kegg:C00001,kegg:C00019,chebi:50775,chebi:64182,kegg:C17432,kegg:C00021,kegg:C00305,kegg:C00080,kegg:C00016,kegg:C00007,chebi:64183,chebi:64136,kegg:C00013,kegg:C00448,chebi:50776,kegg:C00006,kegg:C00129,chebi:64180,kegg:C00156
NOTCH2 Activation and Transmission of Signal to the Nucleus	Reactome	kegg:C00038
Omega-6 fatty acid metabolism	EHMN	kegg:C02249,kegg:C00011,kegg:C00005,kegg:C00001,kegg:C00004,kegg:C00002,kegg:C02050,kegg:C00080,kegg:C00030,kegg:C05279,kegg:C00007,kegg:C00024,kegg:C00219,kegg:C00013,kegg:C00003,kegg:C03035,kegg:C00020,kegg:C00083,kegg:C00006,kegg:C05275,kegg:C00010,kegg:C00028,kegg:C00027
Condensation of Prophase Chromosomes	Reactome	kegg:C00008,kegg:C00023,kegg:C00019,kegg:C00007,kegg:C00011,kegg:C00002,kegg:C00026,kegg:C00067,kegg:C00021,kegg:C00042
<i>N</i>-acetylglucosamine degradation I	HumanCyc	chebi:75989,chebi:57634,kegg:C00033,kegg:C00001,kegg:C01342
VxPx cargo-targeting to cilium	Reactome	kegg:C00044,kegg:C00009,kegg:C00001,kegg:C00035
<i>N</i>-acetylglucosamine degradation II	HumanCyc	kegg:C00008,kegg:C00080,kegg:C01342,kegg:C03878,chebi:75989,chebi:57634,kegg:C00002,kegg:C00033,kegg:C00001
CD4 T cell receptor signaling-JNK cascade	INOH	kegg:C04637,kegg:C01245,kegg:C00044,kegg:C00035,kegg:C00076,kegg:C00165
Negative feedback regulation of MAPK pathway	Reactome	kegg:C00008,kegg:C00002
Negative regulation of MAPK pathway	Reactome	kegg:C00044,kegg:C00008,kegg:C00002,kegg:C00001,kegg:C00009
Prostacyclin signalling through prostacyclin receptor	Reactome	kegg:C00044,kegg:C01312,kegg:C00035
Phosphorylation of CD3 and TCR zeta chains	Reactome	kegg:C00009,kegg:C00008,kegg:C00002,kegg:C00001
Activation of NIMA Kinases NEK9, NEK6, NEK7	Reactome	kegg:C00008,kegg:C00002
Glycosaminoglycan metabolism	Reactome	chebi:63519,kegg:C00181,kegg:C00167,kegg:C00191,kegg:C00203,kegg:G13031,kegg:C00140,chebi:63810,chebi:63809,kegg:C00076,kegg:C00033,kegg:C00001,chebi:63811,kegg:C00015,chebi:63512,kegg:C00008,chebi:63666,kegg:C00190,chebi:63516,chebi:63505,kegg:C00518,kegg:C00984,chebi:63805,kegg:G13032,kegg:C01132,kegg:C00059,chebi:63517,chebi:63503,kegg:C00052,kegg:C00224,kegg:C00034,chebi:63513,kegg:C00080,chebi:63806,kegg:G13033,kegg:G06780,chebi:63645,kegg:C00128,kegg:C00105,chebi:63868,kegg:G08421,kegg:C00024,kegg:C00053,chebi:63873,kegg:C19610,kegg:C00029,kegg:C00054,chebi:63807,kegg:C00043,kegg:D04670,chebi:63511,kegg:G10008,kegg:C00010,kegg:C00002,chebi:63515,chebi:63808,kegg:C00013,kegg:C06472,kegg:C00055,kegg:C00049
D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation	HumanCyc	kegg:C00009,kegg:C01245,kegg:C00137,kegg:C03546,kegg:C00001,kegg:C01220
Purine metabolism	EHMN	kegg:C00360,kegg:C00655,kegg:C00234,kegg:C00072,kegg:C00009,kegg:C00286,kegg:C00119,kegg:C00022,kegg:C00059,kegg:C00004,kegg:C00294,kegg:C00080,kegg:C00238,kegg:C00046,kegg:C00003,kegg:C00074,kegg:C01260,kegg:C00147,kegg:C01330,kegg:C00094,kegg:C00385,kegg:C06197,kegg:C00037,kegg:C04751,kegg:C04823,kegg:C00144,kegg:C00206,kegg:C00361,kegg:C00242,kegg:C00325,kegg:C00603,kegg:C04376,kegg:C00201,kegg:C00007,kegg:C00458,kegg:C04734,kegg:C00002,kegg:C00342,kegg:C01261,kegg:C00942,kegg:C04640,kegg:C03794,kegg:C07293,kegg:C00011,kegg:C00044,kegg:C00001,kegg:C00101,kegg:C00499,kegg:C00025,kegg:C00362,kegg:C01345,kegg:C00387,kegg:C00121,kegg:C04392,kegg:C00035,kegg:C00575,kegg:C00020,kegg:C00131,kegg:C06196,kegg:C00700,kegg:C04677,kegg:C00006,kegg:C00559,kegg:C05512,kegg:C00064,kegg:C00122,kegg:C03373,kegg:C00212,kegg:C00262,kegg:C00705,kegg:C00005,kegg:C00343,kegg:C03090,kegg:C01551,kegg:C00081,kegg:C00330,kegg:C07292,kegg:C04051,kegg:C00366,kegg:C11821,kegg:C01762,kegg:C00008,kegg:C01041,kegg:C00104,kegg:C00039,kegg:C00013,kegg:C01344,kegg:C00672,kegg:C00086,kegg:C03838,kegg:C00027,kegg:C00130,kegg:C00014,kegg:C00049
Signaling by NOTCH2	Reactome	kegg:C00038
Regulated proteolysis of p75NTR	Reactome	kegg:C00305
Translocation of ZAP-70 to Immunological synapse	Reactome	kegg:C00008,kegg:C00002
Signaling by NOTCH3	Reactome	kegg:C00038
Clearance of Nuclear Envelope Membranes from Chromatin	Reactome	kegg:C00008,kegg:C00002
Circadian Clock	Reactome	kegg:C03378,chebi:36144
Signaling by NOTCH4	Reactome	kegg:C00038
Signaling by NOTCH	Reactome	kegg:C00008,kegg:C00043,kegg:C00128,kegg:C00002,kegg:C00052,kegg:C00035,kegg:C00029,kegg:C00325,kegg:C00015,kegg:C00038,kegg:C00055
Meiotic synapsis	Reactome	kegg:C00008,kegg:C00002,kegg:C00434
Vitamin A (retinol) metabolism	EHMN	kegg:C00009,kegg:C00040,kegg:C00777,kegg:C00005,kegg:C00167,kegg:C00015,kegg:C00001,kegg:C00008,kegg:C00473,kegg:C00004,kegg:C00028,kegg:C02075,kegg:C00080,kegg:C00030,kegg:C00416,kegg:C00007,kegg:C02110,kegg:C00376,kegg:C00003,kegg:C00899,kegg:C11061,kegg:C00060,kegg:C00006,kegg:C02094,kegg:C00010,kegg:C00002,kegg:C00027,kegg:C00350
Sema4D mediated inhibition of cell attachment and migration	Reactome	kegg:C00008,kegg:C00009,kegg:C00044,kegg:C00002,kegg:C00035,kegg:C00305
TRKA activation by NGF	Reactome	kegg:C00008,kegg:C00002
D-<i>myo</i>-inositol (1,3,4)-trisphosphate biosynthesis	HumanCyc	kegg:C00008,kegg:C00080,kegg:C01272,kegg:C00009,kegg:C01245,kegg:C01243,kegg:C00002,kegg:C00001
superpathway of D-<i>myo</i>-inositol (1,4,5)-trisphosphate metabolism	HumanCyc	kegg:C00008,kegg:C00080,kegg:C01272,kegg:C00009,kegg:C01245,kegg:C00137,kegg:C01243,kegg:C00002,kegg:C03546,kegg:C00001,kegg:C01220
Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	Reactome	kegg:C00076
Incretin synthesis, secretion, and inactivation	Reactome	kegg:C00076
Peptide hormone metabolism	Reactome	kegg:C00698,kegg:C00038,kegg:D06120,kegg:D04824,kegg:D00362,kegg:D03208,kegg:D04429,kegg:C11720,kegg:C00076,kegg:D03478,kegg:C01571,kegg:C00001,kegg:D04430,kegg:C06423,chebi:77363,kegg:D00251
Vesicle-mediated transport	Reactome	kegg:C11556,kegg:C00009,chebi:60125,kegg:C01194,kegg:C00865,kegg:C00338,kegg:C00140,kegg:D05424,kegg:C14819,kegg:C00076,chebi:24505,kegg:C02737,kegg:C00008,kegg:D02796,chebi:51050,kegg:C01132,kegg:C00044,chebi:33697,kegg:C00965,kegg:C00012,kegg:C00422,kegg:C00607,kegg:C00518,kegg:C00007,kegg:C13723,chebi:60156,chebi:53014,chebi:50824,kegg:C06042,kegg:C01019,kegg:C02530,kegg:C00035,chebi:24654,kegg:C00187,kegg:C00020,chebi:50828,chebi:64294,kegg:D02794,chebi:60479,kegg:C00434,kegg:D06479,chebi:36144,kegg:C08818,chebi:64009,kegg:C05981,kegg:C00159,kegg:C00002,kegg:C00638,kegg:C05418,kegg:C00032
HDL-mediated lipid transport	Reactome	kegg:C00008,kegg:D02794,kegg:C00157,kegg:D06479,kegg:D02796,kegg:D06195,kegg:C00865,kegg:D05424,kegg:C00002,kegg:C00009,kegg:C00422,kegg:C04230,kegg:C00187,kegg:C02530,kegg:C00038,kegg:C00001
pyrimidine deoxyribonucleosides degradation	HumanCyc	kegg:C00080,kegg:C01342,kegg:C00009,chebi:57259,kegg:C00881,kegg:C00526,kegg:C00106,kegg:C00001,kegg:C00178,kegg:C00214
NGF-independant TRKA activation	Reactome	kegg:C00212
Activation of TRKA receptors	Reactome	kegg:C00008,kegg:C00002,kegg:C00212
Signaling by Rho GTPases	Reactome	kegg:C04637,kegg:C00009,kegg:C00011,kegg:C00005,kegg:C00044,kegg:C00026,kegg:C00076,kegg:C00067,kegg:C00008,kegg:C00001,chebi:29117,kegg:C00305,kegg:C00080,kegg:C00016,kegg:C00007,kegg:C00035,kegg:C00280,kegg:C00006,kegg:C00704,kegg:C05981,kegg:C03917,kegg:C00002,kegg:C00042,kegg:C00535,kegg:C00032
ketolysis	HumanCyc	kegg:C00080,kegg:C00164,kegg:C01089,kegg:C00332,kegg:C00004,kegg:C00024,kegg:C00010,kegg:C00003,kegg:C00091,kegg:C00042
Vitamin B6 (pyridoxine) metabolism	EHMN	kegg:C00080,kegg:C00008,kegg:C00009,kegg:C00847,kegg:C00647,kegg:C00007,kegg:C00027,kegg:C00314,kegg:C00704,kegg:C00627,kegg:C00018,kegg:C00002,kegg:C00250,kegg:C00534,kegg:C00001,kegg:C00014
CD4 T cell receptor signaling-NFkB cascade	INOH	kegg:C04637,kegg:C01245,kegg:C05981,kegg:C00165
cGMP effects	Reactome	kegg:C00942,kegg:C00144
Nitric oxide stimulates guanylate cyclase	Reactome	kegg:C00942,kegg:C00006,kegg:C00007,kegg:C00062,kegg:C00005,kegg:C00044,kegg:C00327,kegg:C00013,kegg:C00533,kegg:C00144,kegg:C00305
Vitamin B9 (folate) metabolism	EHMN	kegg:C00440,kegg:C00065,kegg:C00009,kegg:C00234,kegg:C00011,kegg:C00005,kegg:C00445,kegg:C05928,kegg:C00001,kegg:C00058,kegg:C00008,kegg:C00504,kegg:C00415,kegg:C09332,kegg:C00004,kegg:C02972,kegg:C00025,kegg:C01045,kegg:C00080,kegg:C00101,kegg:C00016,kegg:C00921,kegg:C03541,kegg:C00037,kegg:C00664,kegg:C00006,kegg:C00143,kegg:C01352,kegg:C01242,kegg:C00002,kegg:C03479,kegg:C05929,kegg:C00014,kegg:C01328,kegg:C00003
Meiotic recombination	Reactome	kegg:C00434,kegg:C00021,kegg:C00019
Depolymerisation of the Nuclear Lamina	Reactome	kegg:C00008,kegg:C00009,kegg:C00416,kegg:C00002,kegg:C00076,kegg:C00001,kegg:C00165
Nuclear Envelope Breakdown	Reactome	kegg:C00008,kegg:C00009,kegg:C00416,kegg:C00002,kegg:C00076,kegg:C00001,kegg:C00165
Mitotic Prophase	Reactome	kegg:C00008,kegg:C00009,kegg:C00019,kegg:C00165,kegg:C00007,kegg:C00067,kegg:C00011,kegg:C00416,kegg:C00044,kegg:C00002,kegg:C00023,kegg:C00026,kegg:C00076,kegg:C00001,kegg:C00021,kegg:C00042
<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	HumanCyc	kegg:C00009,kegg:C00058,kegg:C00037,kegg:C00047,kegg:C00123,kegg:C01180,kegg:C00001,kegg:C00048,kegg:C00022,kegg:C00073,kegg:C00062,kegg:C15650,kegg:C00025,kegg:C00078,kegg:C00109,kegg:C00080,kegg:C00007,kegg:C15651,kegg:C00135,kegg:C00079,kegg:C00065,kegg:C04188,kegg:C00183,kegg:C15606,kegg:C00041,kegg:C00097,kegg:C00152,kegg:C04582,kegg:C00064,kegg:C00188,kegg:C00407,kegg:C00148,kegg:C00026,kegg:C00082,kegg:C00049
Vitamin D3 (cholecalciferol) metabolism	EHMN	kegg:C00080,kegg:C01164,kegg:C00006,kegg:C00007,kegg:C00027,kegg:C00004,kegg:C00005,kegg:C01673,kegg:C00003,kegg:C01561,kegg:C05443,kegg:C00001
Vitamin E metabolism	EHMN	kegg:C00080,kegg:C00100,kegg:C00006,kegg:C00120,kegg:C00007,kegg:C00004,kegg:C00047,kegg:C00024,kegg:C00005,kegg:C00088,kegg:C00010,kegg:C00002,kegg:C11378,kegg:C00003,kegg:C00011,kegg:C00027,kegg:C02477,kegg:C00013,kegg:C00020,kegg:C00001,kegg:C14153
Sema4D induced cell migration and growth-cone collapse	Reactome	kegg:C00044,kegg:C00008,kegg:C00002,kegg:C00035
Sema4D in semaphorin signaling	Reactome	kegg:C00008,kegg:C00009,kegg:C00044,kegg:C00002,kegg:C00035,kegg:C00305
Amine-derived hormones	Reactome	kegg:C00023,kegg:C15522,kegg:C00011,kegg:C00005,kegg:C00788,chebi:17242,kegg:C00001,kegg:C03758,kegg:C00978,kegg:C00019,kegg:C00780,kegg:C01060,kegg:C00061,kegg:C05590,kegg:C07639,kegg:C00643,kegg:C01382,kegg:C00078,kegg:C01829,kegg:C00021,kegg:C00080,kegg:C00113,kegg:C00072,kegg:C02515,kegg:C00007,kegg:C00024,kegg:C00070,kegg:C01598,kegg:C00547,kegg:C00355,kegg:C00006,kegg:C00041,kegg:C00010,kegg:C00027,kegg:C00708,kegg:C00082,kegg:C00272,kegg:C01330
Vitamin H (biotin) metabolism	EHMN	kegg:C00080,kegg:C00008,kegg:C00009,kegg:C05552,kegg:C00047,kegg:C00120,kegg:C00002,kegg:C05921,kegg:C00013,kegg:C00001,kegg:C01330
LDL-mediated lipid transport	Reactome	kegg:C02530,kegg:C00422,kegg:C00865,kegg:C00187
Lipoprotein metabolism	Reactome	kegg:C00008,kegg:D02794,kegg:C00157,kegg:D06479,kegg:D02796,kegg:D06195,kegg:C02530,kegg:C00865,kegg:D05424,kegg:C00002,kegg:C00009,kegg:C00422,kegg:C04230,kegg:C00187,kegg:C00038,kegg:C00001,kegg:C00165,kegg:C00638
Transport of Mature mRNA derived from an Intron-Containing Transcript	Reactome	chebi:33699
Elevation of cytosolic Ca2+ levels	Reactome	kegg:C01245,kegg:C00641,kegg:C00002,kegg:C00076,kegg:C00305,kegg:C01330
insulin	INOH	kegg:C04637,kegg:C00044,kegg:C00035,kegg:C05981,kegg:C07909
p38MAPK events	Reactome	kegg:C00044,kegg:C00008,kegg:C00002,kegg:C00035,kegg:C00305
Signalling to RAS	Reactome	kegg:C00008,kegg:C04637,kegg:C00009,kegg:C19610,kegg:C00641,kegg:C00037,kegg:D03065,kegg:D05338,kegg:C00025,kegg:C00002,kegg:D05803,kegg:C00035,kegg:C00044,kegg:C00034,kegg:C00925,kegg:C00001,kegg:C00305,kegg:C00076
Meiosis	Reactome	kegg:C00008,kegg:C00002,kegg:C00434,kegg:C00021,kegg:C00019
Fertilization	Reactome	kegg:C00080,kegg:C00238,kegg:C00518,kegg:D04455,kegg:D04456,kegg:C00076,kegg:C00410
Post-translational modification: synthesis of GPI-anchored proteins	Reactome	chebi:37554,kegg:C01194,kegg:C00043,kegg:G00149,chebi:52572,kegg:C03862,kegg:C00096,kegg:G00146,kegg:C00641,kegg:C00015,kegg:G00151,kegg:C00010,kegg:G00148,kegg:C00638,kegg:C00350,kegg:C00110,kegg:C00001,kegg:C00033,chebi:24275,kegg:C01288
Post-translational protein modification	Reactome	kegg:C00009,kegg:C03525,chebi:75127,kegg:C00063,kegg:C00381,kegg:G00012,kegg:C00085,kegg:C00033,kegg:G00272,kegg:C00022,kegg:C00043,kegg:C00019,kegg:C00004,kegg:C00315,chebi:59520,kegg:G00171,kegg:G10599,kegg:C00080,kegg:C00275,kegg:C00003,kegg:C00621,kegg:C00448,kegg:C00074,chebi:75129,kegg:G00015,kegg:C01288,kegg:C00112,kegg:C00986,kegg:C00129,kegg:C00159,kegg:C00267,chebi:61248,kegg:C03521,kegg:G00148,kegg:C00357,chebi:21507,kegg:C00645,kegg:C04256,kegg:C00015,chebi:24275,kegg:C00008,kegg:C01342,kegg:C00010,kegg:G00013,kegg:C00352,kegg:C00325,kegg:C00021,kegg:C04537,kegg:C00007,kegg:C05868,kegg:G00009,kegg:C05847,kegg:G10595,chebi:62634,chebi:52572,kegg:C00002,kegg:C00638,kegg:C00075,chebi:75130,kegg:C04500,kegg:C00283,kegg:G01831,kegg:G10596,kegg:C00011,kegg:C00044,kegg:G00146,kegg:C00636,kegg:G00149,kegg:C00001,kegg:G04083,kegg:C06241,kegg:C00025,kegg:C00052,kegg:C00270,kegg:C04257,kegg:G10695,kegg:C00305,kegg:C03862,kegg:G01813,kegg:C00096,kegg:G00010,kegg:G00005,kegg:C00035,kegg:C03410,chebi:60640,kegg:C00020,kegg:C00038,kegg:C00006,kegg:C01194,kegg:C00641,kegg:D03918,kegg:C00064,kegg:G00421,kegg:C00350,kegg:G00008,kegg:C00055,kegg:C00023,kegg:C00203,kegg:C00005,kegg:C00105,kegg:C00076,kegg:C00110,chebi:37554,kegg:C03101,kegg:C05849,kegg:G10597,kegg:G04485,kegg:G12702,kegg:G00014,kegg:C05860,kegg:C00170,kegg:C00128,kegg:C03313,kegg:C00024,kegg:G10819,kegg:C00013,kegg:C00029,kegg:G10694,kegg:G00151,kegg:C01246,chebi:75133,kegg:C05864,kegg:C03378,kegg:G12081,kegg:C01143,chebi:67132
